"","geoid2","date","month","day","year","elapsed","country","continent","population_2019","cases","deaths","date_rep","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","pop_below14_2018","migration_share","oil","life_exp_2017","soc_insur_cov","soc_contrib","soc_safety","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","pos_gov_lr","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","woman_leader","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","infections_mers","infections_sars","infections_ebola","infection","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","scode","state_fragility","effect","legit","seceff","secleg","poleff","polleg","ecoeff","ecoleg","soceff","socleg","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","metro_area","iso_3166_2_code","census_fips_code","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_cumul","precip_cumul","weeknumber","excess_deaths_weekly","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"Chile","CHL","2021-06-21","6","21","2021","538","Chile","America","","0","0","2021-06-21","1517018","31513","10.358","31513","0","Latin America & Caribbean","1.084","57.352","","24.259","18.729","926711","1232749","16.787","7322612246.068","25.189","35.668","19.754","2.616","0.011","79.909","45.671","6.631","82.606","10","44.862","0.166","0.32","2","0.09","0.667","1.688","0.716","0.874","2.033","0.071","0","0.553","13.186","38.388","0","-0.378","0","2","2","629","618","629","618","0.002","","","","0","0.807","0.186","0.384","0.497","3.821","93.1","58.3","3.341","72.7","103.3","220","96.9","77.9","99.9","1171","0.8","39.3","60.2","CHL","3","0","3","0","0","0","1","0","2","0","0","0","11.53","2.93","3.226","","","","","","","","","","","","","","-30.6","","","","","","","","","","","9.287","51.289","25_2021","","","","","1682.563","7.429","","","CHL","6","532","34","504"
"China","CHN","2021-06-21","6","21","2021","538","China","Asia","1439323774","1845","0","2021-06-21","105225","4846","8.486","4846","0","East Asia & Pacific","0.477","37.456","","15.243","1392.73","71497278","80601282","20.231","235365050036.341","148.349","27.888","17.877","0.071","0.332","76.47","35.58","29.354","43.813","-7","41.8","0.16","0.284","34","0.071","-1.966","-1.538","-0.612","0.442","-0.463","0.536","1","0.912","63.98","94.922","0","1.512","0","1","1","","","","","","1","5327","","1","0.058","0.154","0.664","0.154","0.418","96.934","48.2","3.087","48.5","181.2","420","95.1","77.9","75","442","0.8","45.7","48.6","CHN","7","2","5","1","2","0","3","1","0","0","0","","10.921","7.239","5","","","","","","","","","","","","","","","","","","","","","","","","","7.43","51.872","25_2021","","","","","3.479","1.5","","","CHN","6","532","27","511"
"Côte d’Ivoire","CIV","2021-06-21","6","21","2021","538","Côte d’Ivoire","Africa","","0","0","2021-06-21","48044","308","5.733","308","0","Sub-Saharan Africa","-0.571","45.676","","5.029","25.069","378415","338298","13.566","620330654.36","78.834","19.629","41.937","9.583","0.898","57.017","7.923","","27.229","4","50.917","0.773","0.667","1","0.11","0.461","0.306","-0.713","0.474","0.974","0.451","0.25","0.098","10.883","","0","-0.377","0","2","2","295","234","295","234","0.004","","","","0","0.375","0.82","0.755","0.784","2.139","1.22","35.5","3.255","44.5","14.4","40","43.9","27.3","29.9","42","0.5","17.1","29.7","IVO","16","7","9","0","2","2","2","3","2","2","3","0","2.859","3.222","4.367","","","","","","","","","","","","","","1.4","","","","","","","","","","","27.359","110.613","25_2021","","","","","12.286","2.587","","","CIV","13","525","48","490"
"Cameroon","CMR","2021-06-21","6","21","2021","538","Cameroon","Africa","","0","0","2021-06-21","80090","1310","7.179","1310","0","Sub-Saharan Africa","-0.8","43.011","","3.604","25.216","306085","382035","12.488","765092012.779","53.344","28.029","42.632","1.636","2.533","58.511","3.408","1.395","0.874","-4","44.96","0.836","0.535","0","0","0.82","-0.354","-1.245","0.817","0.271","0.931","0.5","1.347","17.042","","0","","0","2","2","1115","2036","1815","1115","0.001","","","","0","0.155","0.863","0.734","0.887","1.757","2","34.4","3.626","35.6","8.3","130","71.3","31.9","38.8","23","0.6","21.4","29.5","CAO","16","7","9","1","2","2","3","2","2","2","2","1","2.729","3.227","3.977","","","","","","","","","","","","","","-1.2","","","","","","","","","","","25.306","121.194","25_2021","","","","","51.951","3.969","","","CMR","20","518","41","497"
"Congo - Kinshasa","COD","2021-06-21","6","21","2021","538","Congo - Kinshasa","Africa","","0","0","2021-06-21","37926","879","6.78","879","0","Sub-Saharan Africa","-1.555","72.29","","1.086","84.068","1144474","1392567","13.745","1407563588.424","37.083","24.099","46.166","0.706","0.566","60.026","1.6","","9.99","-3","43.8","0.89","0.376","4","0.393","0.356","-0.084","-1.477","0.184","-0.198","0.766","0.429","1.775","","","0","","0","5","","1481","1389","1390","1389","0.001","","","","0","0.12","0.875","0.702","0.933","1.694","10","26.5","3.852","25.1","9.1","80","77","29.6","19.7","4","0.5","11.8","31.3","ZAI","24","13","11","3","3","3","3","4","3","3","2","1","3.018","4.432","3.613","","","","","","","","","","","","","","","","","","","","","","","","","24.426","127.78","25_2021","","","","","10.456","2.438","","","COD","13","525","27","511"
"Congo - Brazzaville","COG","2021-06-21","6","21","2021","538","Congo - Brazzaville","Africa","","0","0","2021-06-21","12298","161","5.088","161","0","Sub-Saharan Africa","-1.217","155.288","","3.414","5.244","59957","80678","12.719","4315250902.85","15.357","64.208","41.764","8.506","34.002","63.954","","2.56","","-4","47.95","0.742","0.707","3","0.38","0.153","-0.354","-0.895","0.211","-1.255","0.682","0.333","","","","0","-0.069","0","4","4","1268","374","872","374","0.003","","","","0","0.106","0.875","0.664","0.878","2.285","","23.6","3.942","7","9.5","160","79.3","34.1","15","111","0.6","6.3","23.6","CON","13","5","8","0","2","2","2","2","2","1","2","0","2.682","1.657","2.732","","","","","","","","","","","","","","","","","","","","","","","","","25.241","141.528","25_2021","","","","","30.7","3.456","","","COG","20","518","55","483"
"Colombia","COL","2021-06-21","6","21","2021","538","Colombia","America","","0","0","2021-06-21","3968405","100582","11.519","100582","0","Latin America & Caribbean","-0.085","36.562","39.7","14.456","49.649","1868387","2340794","17.333","11535119873.131","44.749","43.897","23.078","0.276","2.658","76.925","10.731","15.957","21.094","7","47.678","0.413","0.743","2","0.264","1.338","0.147","-0.532","0.593","0.102","0.465","0","1.019","4.539","17.142","0","0.763","0","4","","750","734","750","734","0.001","","","","0","0.533","0.601","0.148","0.656","3.106","87.7","44.2","4.265","41.7","182.1","150","94.7","68.5","84.4","526","0.7","34.3","43.5","COL","11","3","8","2","2","0","3","1","3","0","0","1","8.478","3.905","3.801","","","","","","","","","","","","","","-21","","","","","","","","","","","25.152","215.517","25_2021","","","","","2025.874","7.614","","","COL","6","532","20","518"
"Comoros","COM","2021-06-21","6","21","2021","538","Comoros","Africa","","0","0","2021-06-21","3912","146","4.99","146","0","Sub-Saharan Africa","-1.639","43.095","","3.067","0.832","11402","13629","","6859922.781","447.244","","39.538","1.592","0","63.912","","","","-3","54.85","0.546","0.952","0","0","0.629","1.345","0.289","0.73","-0.778","0.766","0","1.437","","","0","0.289","0","3","","","1474","1775","1474","0.001","","","","0","0.311","0","0.014","","3.004","","27.2","3.363","23.2","19","220","49.2","33","34.2","17","0.5","9.4","27.1","COM","12","7","5","0","0","2","0","3","3","2","2","0","3.007","-0.184","6.103","","","","","","","","","","","","","","","","","","","","","","","","","26.515","150.581","25_2021","","","","","175.413","5.173","","","COM","13","525","251","287"
"Cape Verde","CPV","2021-06-21","6","21","2021","538","Cape Verde","Africa","","0","0","2021-06-21","32039","283","5.649","283","0","Sub-Saharan Africa","0.319","117.275","","6.864","0.544","8902","16164","11.852","107974093.736","134.93","","28.778","2.867","0","72.57","","18.084","","10","49.917","0","0","0","0","1.604","1.765","0.556","0.831","1.204","0.247","0","-0.887","7.433","","0","","0","3","3","","570","374","374","0.003","","","","0","0.714","0.417","0.077","","3.561","","29.3","2.79","9.3","78.8","210","86.8","54.8","65.2","197","0.7","16.1","32.7","CAP","5","3","2","0","0","0","0","2","1","1","1","1","4.61","-0.609","4.905","","","","","","","","","","","","","","-26.8","","","","","","","","","","","23.174","30.004","25_2021","","","","","520.443","6.257","","","CPV","27","511","104","434"
"Costa Rica","CRI","2021-06-21","6","21","2021","538","Costa Rica","America","","0","0","2021-06-21","354095","4530","8.419","4530","0","Latin America & Caribbean","0.378","66.695","36.3","19.427","4.999","221767","255673","14.483","2763898445.341","97.913","27.158","21.325","8.771","0","79.914","18.28","33.853","54.356","10","45.978","0.289","0.495","2","0.102","1.903","2","2.238","0.856","1.821","0.192","0.75","","","33.947","0","-0.375","0","2","2","","695","695","695","0.001","","","","0","0.831","0.237","0.241","0.238","3.544","100","45.1","3.407","56","115","120","97.4","73.7","97.1","933","0.8","24.8","36.6","COS","1","1","0","0","0","0","0","1","0","0","0","1","9.55","1.609","4.584","","","","","","","","","","","","","","-32","","","","","","","","","","","25.406","229.828","25_2021","","","","","906.101","6.81","","","CRI","13","525","76","462"
"Cuba","CUB","2021-06-21","6","21","2021","538","Cuba","America","","0","0","2021-06-21","169356","1170","7.066","1170","0","Latin America & Caribbean","-0.245","27.095","","","11.338","787812","934031","13.237","","109","18.843","16.211","0.117","0.268","78.662","","","","-5","","0.46","0.92","0","0","-1.505","-1.006","1.999","0.27","-0.938","0.841","1","-0.529","","","0","-0.686","0","1","1","","","1095","1095","0.001","","","","0","0.078","0.591","0.506","0.213","0.446","100","35.2","3.164","10.5","751.9","520","99.8","75.5","90.8","2202","0.8","37.4","25.9","CUB","5","1","4","0","1","0","1","1","2","0","0","1","15.186","2.428","4.691","","","","","","","","","","","","","","","","","","","","","","","","","25.993","113.261","25_2021","","","","","103.192","4.646","","","CUB","6","532","27","511"
"Curaçao","CUW","2021-06-21","6","21","2021","538","Curaçao","America","","0","0","2021-06-21","12318","125","4.836","125","0","Latin America & Caribbean","","","","24.982","0.16","11113","15553","","123825577.816","","","18.884","23.925","0","78.017","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.687","-1.834","","","","","","","","","","","","","","","","","","","","","","","","","","28.728","37.42","25_2021","","","","","782.228","6.663","","","CUW","13","525","265","273"
"Cayman Islands","CYM","2021-06-21","6","21","2021","538","Cayman Islands","America","","0","0","2021-06-21","609","2","1.099","2","0","Latin America & Caribbean","1.204","","","70.81","0.064","","","","16770828214.55","267.392","","","39.565","0","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","439","439","0.002","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.746","5.589","","","","","","","","","","","","","","","","","","","","","","","","","27.606","93.963","25_2021","","","","","31.165","3.471","","","CYM","20","518","",""
"Cyprus","CYP","2021-06-21","6","21","2021","538","Cyprus","Europe","","0","0","2021-06-21","73643","374","5.927","374","0","Europe & Central Asia","0.921","145.345","","38.822","1.189","74292","88863","12.903","5206751664.272","128.708","","16.788","16.834","0","80.672","","23.037","","10","29.688","0.327","0.62","0","0","1.88","2.064","2.769","0.842","1.934","0.186","0.5","","6.757","35.686","0","","0","4","4","","1053","437","437","0.002","","","","0","0.745","0.094","0.396","0.359","3.678","65","43","4.33","44.9","249.6","340","98.7","90.3","99.4","958","0.9","21.9","33.9","CYP","3","0","3","0","0","0","3","0","0","0","0","1","13.719","0.173","4.858","","","","","","","","","","","","","","","","","","","","","","","","","18.996","45.548","25_2021","","","","","314.48","5.754","","","CYP","6","532","34","504"
"Czechia","CZE","2021-06-21","6","21","2021","538","Czechia","Europe","10693939","943","54","2021-06-21","1666082","30280","10.318","30226","0.002","Europe & Central Asia","0.922","150.538","","39.453","10.63","868331","1196119","15.561","8324668391.468","137.658","12.15","15.587","3.842","0.009","78.978","","47.117","","9","25.1","0.054","0.109","0","0","1.076","1.966","3.021","0.887","1.336","0.273","0.25","-1.54","","","1","0.43","0","5","5","234","1037","599","234","0.004","","","","0","0.758","0.322","0.659","0.322","3.404","100","52","2.784","50.7","367.7","650","99.9","89","99.1","2034","0.9","37.4","46.6","CZR","1","0","1","0","0","0","1","0","0","0","0","1","19.421","2.364","4.925","","","","","","","","","","","","","","-22.8","","","","","","","","","","","8.924","51.054","25_2021","","","","","2848.561","7.955","","","CZE","69","469","90","448"
"Germany","DEU","2021-06-21","6","21","2021","538","Germany","Europe","83166711","6809","551","2021-06-21","3722327","90395","11.412","89844","0.007","Europe & Central Asia","1.62","88.671","","53.66","82.906","7784757","10008212","18.514","167955928198.984","237.308","9.583","13.621","14.879","0.011","80.993","","55.544","","10","28.837","0","0","0","0","2.469","2.282","2.734","0.889","2.931","0.036","0","-0.73","45.951","45.485","0","0.763","1","6","6","","703","568","568","0.002","3","9","","0","0.823","0.168","0.657","0.095","3.719","100","66","4.114","84.6","419.1","830","99.9","92","99.2","4626","0.9","48.2","54.8","GMY","1","1","0","0","0","1","0","0","0","0","0","1","21.462","4.418","5.469","","","","","","","","","","","","","","-14.4","","","","","","","","","","","9.739","53.417","25_2021","","","","","1090.334","6.995","","","DEU","41","497","76","462"
"Djibouti","DJI","2021-06-21","6","21","2021","538","Djibouti","Africa","","0","0","2021-06-21","11587","155","5.05","155","0","Middle East & North Africa","-0.899","288.217","","5.214","0.959","20919","22501","","170003376.097","41.368","","29.574","12.654","0","65.893","8.502","","9.525","3","42.525","0.56","0.906","0","0","-0.845","-1.198","-1.097","0.556","-0.058","0.74","0","0.112","","","0","","0","1","1","","393","1079","393","0.003","","","","0","0.127","0.796","0.043","0.606","1.206","30","23.2","3.353","17","22.9","140","52.5","35","51.4","56","0.5","9.3","23.2","DJI","12","5","7","0","1","1","0","2","3","2","3","1","4.528","-0.042","3.723","","","","","","","","","","","","","","","","","","","","","","","","","28.557","20.217","25_2021","","","","","161.64","5.092","","","DJI","13","525","69","469"
"Dominica","DMA","2021-06-21","6","21","2021","538","Dominica","America","","0","0","2021-06-21","191","0","0","0","","Latin America & Caribbean","-0.29","109.879","","11.533","0.072","","","","13286694.995","95.5","","","9.246","0","","","","","","44.6","","","","","","","","","","","","","","","0","","0","","","","","1731","1731","0.001","","","","0","","0.2","0.463","","","13.4","24","3.257","10.7","178","380","94.2","61.9","77.9","373","0.7","8.5","20.9","","","","","","","","","","","","","","","-2.636","4.559","","","","","","","","","","","","","","","","","","","","","","","","","22.759","273.663","25_2021","","","","","0","0","","","DMA","13","525","",""
"Denmark","DNK","2021-06-21","6","21","2021","538","Denmark","Europe","5822763","1690","5","2021-06-21","291801","2531","7.837","2526","0.002","Europe & Central Asia","1.872","105.236","","56.103","5.794","529516","618373","","1166205135.197","137.977","22.798","16.458","10.099","0.384","81.102","","2.118","","10","25.512","0","0","0","0","2.447","3.029","2.16","0.912","2.964","0.016","0.75","-2.666","","","0","1.512","1","6","6","","","1180","1180","0.001","","","","0","0.834","0.082","0.233","0.128","3.847","100","70.4","4.221","86","365.5","250","99.9","92.1","99.6","4284","0.9","63.8","58.4","DEN","0","0","0","0","0","0","0","0","0","0","0","1","19.813","1.757","4.927","","","","","","","","","","","","","","-9","","","","","","","","","","","8.381","59.774","25_2021","","","","","436.859","6.082","","","DNK","69","469","83","455"
"Dominican Republic","DOM","2021-06-21","6","21","2021","538","Dominican Republic","America","10847904","8168","50","2021-06-21","317645","3758","8.232","3708","0.015","Latin America & Caribbean","-0.4","52.056","35.2","17.712","10.627","352826","399883","","2744500000","219.979","29.849","27.977","3.947","0","73.689","6.723","1.498","55.236","7","44.157","0","0","0","0","0.544","0.806","-0.817","0.85","-0.7","0.96","0","-1.101","","22.279","0","-0.13","0","2","2","67","1577","67","67","0.015","","","","0","0.291","0.429","0.312","0.387","1.543","26.5","38.3","3.04","37.1","149.4","160","93.8","61.2","82.7","428","0.7","16.1","47.3","DOM","3","1","2","0","1","0","1","1","0","0","0","1","7.083","2.363","5.394","","","","","","","","","","","","","","-24.6","","","","","","","","","","","25.02","103.294","25_2021","","","","","353.622","5.871","","","DOM","76","462","90","448"
"Algeria","DZA","2021-06-21","6","21","2021","538","Algeria","Africa","43851043","2594","60","2021-06-21","135982","3631","8.198","3571","0.015","Middle East & North Africa","-0.444","57.965","","11.479","42.228","1313567","1373215","15.678","1466082167.31","17.73","6.379","30.149","0.611","12.362","76.499","","","","2","34.95","0.403","0.806","1","0.28","0.571","0.654","-0.339","0.611","-0.603","0.627","0.167","-1.882","17.929","38.762","0","-0.443","0","3","3","660","1737","811","660","0.002","2","","","0","0.155","0.339","0.009","0.32","2.595","85.226","23.6","3.59","12","120.7","190","75.1","63.1","87.5","676","0.8","13.1","19.6","ALG","11","3","8","1","1","1","3","1","3","0","1","1","6.362","3.743","2.875","","","","","","","","","","","","","","","","","","","","","","","","","22.552","7","25_2021","","","","","85.985","4.466","","","DZA","69","469","83","455"
"Ecuador","ECU","2021-06-21","6","21","2021","538","Ecuador","America","17643060","7494","253","2021-06-21","446633","21304","9.967","21051","0.011","Latin America & Caribbean","-0.261","46.362","34.4","11.562","17.084","565818","656958","15.495","1455972145.236","68.789","27.635","28.029","2.4","4.928","76.584","11.552","","68.517","5","42.737","0.327","0.56","3","0.19","0.518","1.128","0.649","0.837","1.075","0.365","0.167","1.617","5.862","29.186","0","-0.375","0","2","2","","345","345","345","0.003","","","","0","0.295","0.655","0.142","0.655","2.675","22.8","50.1","3.772","71.2","166.5","150","94.4","62.2","86.1","483","0.8","35.2","39.5","ECU","7","2","5","0","1","1","1","1","3","0","0","1","7.157","2.838","4.231","","","","","","","","","","","","","","-22.2","","","","","","","","","","","22.554","213.663","25_2021","","","","","1246.989","7.129","","","ECU","69","469","83","455"
"Egypt","EGY","2021-06-21","6","21","2021","538","Egypt","Africa","102334403","4615","275","2021-06-21","277797","15898","9.674","15623","0.018","Middle East & North Africa","-0.585","48.278","","11.366","98.424","2302105","2845255","16.328","8141300000","98.873","25.565","33.799","0.537","4.071","71.656","","","","-4","43.55","0.164","0.328","1","0.09","-0.923","-1.645","-1.628","0.4","-1.611","0.908","0","-0.208","7.352","39.779","0","-0.688","0","1","","","1476","227","227","0.004","1","","","0","0.121","0.184","0.198","0.164","0.866","51.1","39.9","3.029","41.5","81.4","160","75.1","58","93.2","151","0.7","15.7","45","EGY","10","5","5","0","2","2","3","2","0","1","0","0","5.23","4.589","4.594","","","","","","","","","","","","","","-0.6","","","","","","","","","","","22.876","3.869","25_2021","","","","","161.526","5.091","","","EGY","69","469","83","455"
"Eritrea","ERI","2021-06-21","6","21","2021","538","Eritrea","Africa","","0","0","2021-06-21","5362","19","2.996","19","0","Sub-Saharan Africa","-1.728","","","","","","","11.54","61015000","","","","","","65.538","","","","-7","","0.613","0.869","0","0","-2.149","-2.498","0.612","0.092","-2.05","0.697","0.5","1.307","","","0","-1.029","0","1","1","","","","","","","","","0","0.013","0.652","0.425","0.647","0.174","","22.4","3.369","17.2","5.3","70","64.7","27.6","11.3","16","0.4","9.7","16","ERI","15","9","6","0","3","2","0","4","2","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.515","29.509","25_2021","","","","","","","","","ERI","13","525","384","154"
"Western Sahara","ESH","2021-06-21","6","21","2021","538","Western Sahara","Africa","","0","0","2021-06-21","766","1","0.693","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.394","2.504","25_2021","","","","","","","","","ESH","41","497","",""
"Spain","ESP","2021-06-21","6","21","2021","538","Spain","Europe","47332614","22884","172","2021-06-21","3764651","80689","11.298","80517","0.004","Europe & Central Asia","1.002","67.52","","40.329","46.798","3930533","5138814","18.206","49074301840.696","93.677","25.624","14.667","12.69","0.002","83.283","","4.733","","10","33.575","0.502","0.714","4","0.302","2.644","2.09","2.104","0.897","2.652","0.025","0.5","-0.37","19.566","21.009","0","1.298","0","4","4","1359","","1359","1359","0.001","","1","1","0","0.759","0.416","0.451","0.502","3.603","99.2","65.9","4.177","83","387.2","300","98.3","91.9","99.9","2322","0.9","59.6","61.9","SPN","1","0","1","0","0","0","1","0","0","0","0","1","19.38","3.846","4.54","","","","","","","","","","","","","","-18.8","","","","","","","","","","","13.865","50.819","25_2021","","","","","1724.207","7.453","","","ESP","62","476","76","462"
"Estonia","EST","2021-06-21","6","21","2021","538","Estonia","Europe","1328976","280","2","2021-06-21","130818","1268","7.146","1266","0.002","Europe & Central Asia","1.192","145.001","","35.308","1.322","89079","170367","10.373","1212525210.219","30.411","","16.357","15.416","0.268","78.093","","32.246","","9","32.8","0.472","0.793","3","0.29","2.558","3.256","2.464","0.868","1.765","0.042","0","-0.439","40.075","53.497","0","","0","3","","","571","1089","571","0.002","","","","0","0.827","0.506","0.498","0.511","3.767","92.9","57","3.076","77.6","343","500","99.9","85.9","99.6","1499","0.9","31.6","47","EST","0","0","0","0","0","0","0","0","0","0","0","1","19.626","0.279","3.415","","","","","","","","","","","","","","-12","","","","","","","","","","","5.944","49.963","25_2021","","","","","959.169","6.867","","","EST","69","469","97","441"
"Ethiopia","ETH","2021-06-21","6","21","2021","538","Ethiopia","Africa","","0","0","2021-06-21","275194","4283","8.363","4283","0","Sub-Saharan Africa","-0.607","31.199","","2.104","109.225","1769192","2054879","16.258","3360419368.653","109.225","4.028","40.783","1.08","0","65.872","2.368","","21.103","1","34.017","0.759","0.687","2","0.011","0.758","1.052","-0.059","0.146","0.156","0.394","0.167","0.806","11.909","66.255","0","0.79","0","3","3","234","1689","171","171","0.006","","","","0","0.095","0.723","0.625","0.76","3.092","","40.6","2.64","33.7","2.2","30","29.8","28.1","7.1","19","0.5","29","44.7","ETI","20","10","10","2","2","2","3","4","3","2","2","0","3.501","4.693","4.693","","","","","","","","","","","","","","","","","","","","","","","","","23.052","75.117","25_2021","","","","","39.213","3.694","","","ETH","13","525","83","455"
"Finland","FIN","2021-06-21","6","21","2021","538","Finland","Europe","5525292","513","2","2021-06-21","94334","972","6.88","970","0","Europe & Central Asia","1.984","78.193","","48.191","5.516","525215","672812","16.408","-10591740312.528","18.149","23.191","16.145","5.74","0","81.632","","32.075","","10","25.425","0.131","0.256","0","0","2.19","2.974","0.974","0.866","2.953","0.041","0.333","-1.183","57.99","","0","0.79","1","3","3","","1418","1129","1129","0.001","","","","0","0.795","0.131","0.253","0.132","3.632","100","68.7","4.174","61.6","319.6","440","99.9","95.9","99.4","3181","0.9","60.8","69.2","FIN","0","0","0","0","0","0","0","0","0","0","0","1","21.721","1.708","2.899","","","","","","","","","","","","","","-12","","","","","","","","","","","2.183","42.411","25_2021","","","","","176.23","5.177","","","FIN","69","469","83","455"
"Fiji","FJI","2021-06-21","6","21","2021","538","Fiji","Oceania","","0","0","2021-06-21","2090","7","2.079","7","0","East Asia & Pacific","0.26","","","13.808","0.883","21636","26514","14.328","468861002.876","48.357","","29.513","1.541","0","67.252","8.918","","30.327","2","40","0.528","0.898","0","0","0.042","0.288","0.822","0.552","0.374","0.22","0","0.435","","","0","","0","1","1","","","978","978","0.001","","","","0","0.351","0.548","0.568","0.566","3.111","100","25.7","3.283","16.4","83.7","230","83.3","47.9","95.7","200","0.7","7.5","28.3","FJI","4","3","1","0","0","2","0","1","1","0","0","","5.45","-0.124","3.879","","","","","","","","","","","","","","-10.6","","","","","","","","","","","25.187","264.02","25_2021","","","","","7.923","2.189","","","FJI","20","518","",""
"Falkland Islands","FLK","2021-06-21","6","21","2021","538","Falkland Islands","America","","0","0","2021-06-21","63","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","608","608","0.002","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.607","46.639","25_2021","","","","","","","","","FLK","20","518","",""
"France","FRA","2021-06-21","6","21","2021","538","France","Europe","67320216","16646","347","2021-06-21","5757311","110767","11.615","110420","0.004","Europe & Central Asia","1.481","64.479","","45.561","66.966","5769841","7646821","18.067","71599682377.052","122.299","22.764","17.956","12.088","0.005","82.576","","40.311","","9","29.637","0.047","0.092","2","0.008","2.534","2.426","2.79","0.854","1.896","0.052","0","-0.019","18.66","","0","1.051","0","5","5","1298","773","841","773","0.001","2","7","","0","0.839","0.103","0.403","0.272","3.958","99.9","68.2","4.336","75.3","323.8","650","99.9","91.7","98.7","3964","0.9","60.9","62.9","FRN","1","0","1","0","0","0","1","0","0","0","0","0","20.035","4.204","4.806","","","","","","","","","","","","","","-30","","","","","","","","","","","11.802","68.283","25_2021","","","","","1654.08","7.412","","","FRA","41","497","69","469"
"Faroe Islands","FRO","2021-06-21","6","21","2021","538","Faroe Islands","Europe","","0","0","2021-06-21","768","1","0.693","1","0","Europe & Central Asia","","","","","0.048","","","","","34.74","","","11.446","0","82.298","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.026","3.548","","","","","","","","","","","","","","","","","","","","","","","","","6.872","109.511","25_2021","","","","","20.62","3.074","","","FRO","20","518","",""
"Micronesia (Federated States of)","FSM","2021-06-21","6","21","2021","538","Micronesia (Federated States of)","Oceania","","0","0","2021-06-21","0","0","0","0","","East Asia & Pacific","-0.149","100.851","","3.469","0.113","2035","2464","","","160.914","","31.707","2.638","0","67.618","","","","","42.35","","","","","","","","","","","","","","","0","","0","","","","","359","359","0.003","","","","0","","0.701","0.647","","","","32.8","3.314","14.2","17.7","320","74.3","41.6","54.5","120","0.6","18.8","56.9","","","","","","","","","","","","","","3.994","-2.184","5.081","","","","","","","","","","","","","","","","","","","","","","","","","","","25_2021","","","","","0","0","","","FSM","","","",""
"Gabon","GAB","2021-06-21","6","21","2021","538","Gabon","Africa","","0","0","2021-06-21","24864","158","5.069","158","0","Sub-Saharan Africa","-0.812","72.049","","14.743","2.119","33284","42242","","1379070810.893","8.225","","37.026","15.556","15.389","65.839","","1.675","","3","40.413","0.752","0.717","0","0","0.531","0.658","-0.021","0.702","1.824","0.838","0","","","","0","-0.375","0","3","3","295","1264","1329","295","0.003","","","","0","0.278","0.769","0.667","0.857","2.283","57.592","20","4.301","6.1","40.6","630","82.3","40.4","40.9","359","0.7","11.2","20.6","GAB","8","2","6","0","0","1","1","1","3","0","2","0","3.564","0.751","2.107","","","","","","","","","","","","","","-2.8","","","","","","","","","","","25.804","155.954","25_2021","","","","","74.554","4.325","","","GAB","27","511","69","469"
